#airframe_info, log_version="1.00", airframe_name="Cessna T182T", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0563-26", system_id="xxxxxxxxx", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2014-03-29, 22:50:22,  +00:00,       ,   40.2171326, -111.7177124,  4517.8, 29.96,  4503.9,  18.5,   0.00,   3.50,    4.27,       ,       ,       ,       ,      , 258.1,  27.9,  27.8,   8.5,   0.1,  21.27,  25.19,     4.12,  179.49,   57.96,  12.71, 1099.8,  221.62,  233.65,  235.12,  239.39,  229.09,  240.44, 1106.38, 1077.81, 1106.09, 1084.98, 1087.15, 1065.36,  874.87,  4448.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      , -15.7,     3D, 3704,      ,       ,      ,       
2014-03-29, 22:50:23,  +00:00,       ,   40.2171326, -111.7177353,  4517.8, 29.96,  4500.3,  18.5,   0.00,   3.46,    0.17,       ,       ,       ,       ,      , 258.1,  27.9,  27.8,   8.4,   0.0,  21.25,  25.20,     4.07,  179.49,   57.96,  12.77, 1091.2,  221.90,  233.89,  235.36,  239.57,  229.32,  240.63, 1108.96, 1079.59, 1107.76, 1083.67, 1086.04, 1064.55,  874.87,  4444.4,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       ,      ,       
2014-03-29, 22:50:24,  +00:00,       ,   40.2171402, -111.7177582,  4517.8, 29.96,  4499.1,  18.5,   0.00,   3.46,   -3.01,       ,       ,       ,       ,      , 258.1,  27.9,  27.8,   8.4,   0.1,  21.32,  25.20,     4.15,  179.48,   57.82,  12.85, 1084.3,  222.19,  234.11,  235.55,  239.78,  229.52,  240.86, 1108.50, 1075.54, 1111.16, 1080.74, 1087.06, 1065.73,  873.94,  4443.1,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2014-03-29, 22:50:25,  +00:00,       ,   40.2171402, -111.7177658,  4517.8, 29.96,  4504.1,  18.5,   0.00,   1.65,   -0.52,   1.58,  -1.01,   0.02,   0.01, 293.5, 257.9,  27.8,  27.8,   8.3,   0.1,  21.48,  25.20,     4.16,  179.47,   57.79,  12.86, 1083.3,  222.48,  234.36,  235.76,  239.93,  229.77,  241.09, 1109.44, 1074.15, 1113.33, 1078.61, 1087.09, 1065.45,  873.73,  4448.2,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2014-03-29, 22:50:26,  +00:00,       ,   40.2171555, -111.7177429,  4517.8, 29.96,  4499.6,  18.5,   0.00,   0.00,   -0.02,   1.58,  -1.03,   0.01,   0.02, 293.4, 257.9,  27.9,  27.8,   8.3,   0.0,  21.52,  25.20,     4.11,  179.47,   57.87,  12.86, 1088.4,  222.84,  234.68,  236.03,  240.18,  230.07,  241.36, 1109.87, 1073.23, 1112.57, 1077.02, 1085.75, 1065.14,  874.62,  4443.7,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 941.5,       
2014-03-29, 22:50:27,  +00:00,       ,   40.2171555, -111.7177505,  4517.8, 29.96,  4498.6,  18.5,   0.00,   0.00,   -0.00,   1.58,  -1.02,   0.01,   0.02, 293.5, 257.9,  27.9,  27.8,   8.3,   0.1,  21.40,  25.20,     4.08,  179.47,   57.92,  12.87, 1090.9,  223.13,  234.86,  236.24,  240.37,  230.24,  241.55, 1108.74, 1070.69, 1113.03, 1075.47, 1085.34, 1065.13,  874.77,  4442.7,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 932.0,       
2014-03-29, 22:50:28,  +00:00,       ,   40.2171516, -111.7177429,  4517.8, 29.96,  4479.4,  18.5,   0.00,   0.00,   -0.00,   1.56,  -1.03,   0.02,  -0.02, 293.4, 257.9,  27.9,  27.8,   8.2,   0.0,  21.33,  25.20,     4.04,  179.46,   57.88,  12.92, 1087.6,  223.33,  235.05,  236.37,  240.48,  230.44,  241.76, 1107.44, 1068.34, 1114.12, 1074.13, 1085.91, 1064.79,  872.03,  4423.4,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 506.5,       
2014-03-29, 22:50:29,  +00:00,       ,   40.2171516, -111.7177429,  4517.8, 29.96,  4479.7,  18.5,   0.00,   0.00,    0.70,   1.56,  -1.02,   0.01,  -0.01, 293.5, 257.9,  27.9,  27.8,   8.2,   0.1,  21.29,  25.20,     4.16,  179.46,   57.90,  12.90, 1089.6,  223.59,  235.27,  236.57,  240.67,  230.61,  241.95, 1108.35, 1066.99, 1111.51, 1072.84, 1086.56, 1063.84,  868.92,  4423.8,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 505.0,       
2014-03-29, 22:50:30,  +00:00,       ,   40.2171555, -111.7177429,  4517.8, 29.96,  4480.6,  18.5,   0.00,   0.00,    0.03,   1.58,  -1.02,   0.01,   0.01, 293.5, 257.9,  27.9,  27.8,   8.2,   0.1,  21.27,  25.19,     4.09,  179.46,   57.93,  12.87, 1089.6,  223.88,  235.52,  236.79,  240.83,  230.84,  242.12, 1107.60, 1062.59, 1110.24, 1072.32, 1087.35, 1063.40,  870.02,  4424.7,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 504.0,       
2014-03-29, 22:50:31,  +00:00,       ,   40.2171555, -111.7177429,  4517.8, 29.96,  4478.7,  18.5,   0.00,   0.00,   -6.07,   1.54,  -1.00,   0.00,  -0.02, 293.5, 257.9,  27.9,  27.8,   8.1,   0.0,  21.25,  25.19,     4.05,  179.45,   58.02,  12.79, 1101.1,  224.20,  235.83,  237.06,  241.05,  231.13,  242.43, 1108.29, 1061.13, 1110.09, 1070.43, 1085.96, 1063.58,  870.14,  4422.8,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 503.0,       
2014-03-29, 22:50:32,  +00:00,       ,   40.2171555, -111.7177429,  4517.8, 29.96,  4478.2,  18.5,   0.00,   0.00,   -0.35,   1.70,  -1.02,   0.01,  -0.03, 293.2, 257.9,  27.9,  27.8,   8.1,   0.1,  21.24,  25.19,     4.08,  179.45,   58.06,  12.85, 1099.3,  224.46,  236.01,  237.20,  241.23,  231.31,  242.60, 1108.06, 1061.53, 1109.71, 1070.76, 1084.96, 1062.97,  871.05,  4422.3,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 502.5,       
2014-03-29, 22:50:33,  +00:00,       ,   40.2171669, -111.7177200,  4517.8, 29.96,  4503.7,  18.5,   0.00,   0.00,    9.04,   1.69,  -0.97,   0.03,  -0.00, 292.1, 257.9,  27.9,  27.8,   8.0,   0.0,  21.09,  25.15,     4.10,  179.44,   59.11,  13.26, 1142.0,  224.77,  236.27,  237.43,  241.44,  231.55,  242.83, 1105.52, 1062.54, 1107.90, 1072.31, 1084.43, 1062.32,  874.95,  4447.8,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  93.0,       
2014-03-29, 22:50:34,  +00:00,       ,   40.2171745, -111.7177277,  4517.8, 29.96,  4501.8,  18.5,   0.00,   1.19,   15.70,   1.64,  -1.01,   0.01,  -0.02, 288.3, 257.9,  27.9,  27.8,   7.9,   0.0,  20.93,  24.54,     4.25,  179.45,   59.82,  13.15, 1186.9,  225.05,  236.55,  237.69,  241.68,  231.79,  243.07, 1103.53, 1063.34, 1106.29, 1074.04, 1082.45, 1063.85,  878.03,  4445.9,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:35,  +00:00,       ,   40.2171745, -111.7177353,  4517.8, 29.96,  4502.5,  18.5,   0.00,   1.73,    2.95,   1.77,  -0.80,   0.00,   0.02, 282.5, 257.9,  27.9,  27.8,   8.0,   0.0,  20.96,  24.15,     4.28,  179.46,   59.71,  12.80, 1197.6,  225.34,  236.74,  237.89,  241.85,  232.01,  243.29, 1102.37, 1066.44, 1106.07, 1077.72, 1082.45, 1067.83,  881.43,  4446.6,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:36,  +00:00,       ,   40.2171783, -111.7177429,  4517.8, 29.96,  4500.0,  18.5,   0.00,   2.12,   -9.81,   1.80,  -0.70,   0.00,  -0.00, 275.3, 283.4,  27.9,  27.9,   7.9,   0.0,  21.26,  24.00,     4.29,  179.43,   59.43,  12.76, 1182.4,  225.53,  236.93,  238.00,  241.97,  232.15,  243.42, 1104.08, 1069.40, 1108.58, 1082.56, 1084.90, 1072.57,  887.54,  4444.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:37,  +00:00,       ,   40.2171822, -111.7177658,  4517.8, 29.96,  4498.3,  18.5,   0.00,   2.47,  -13.88,   1.89,  -0.26,  -0.02,   0.03, 267.4, 276.8,  27.9,  27.9,   7.9,   0.0,  22.03,  23.83,     4.35,  179.42,   59.25,  12.86, 1173.7,  225.83,  237.15,  238.23,  242.16,  232.40,  243.65, 1104.60, 1070.54, 1109.70, 1089.09, 1085.46, 1076.23,  887.88,  4442.4,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:38,  +00:00,       ,   40.2171822, -111.7177887,  4516.8, 29.96,  4498.1,  18.5,   0.00,   3.07,  -15.12,   1.70,  -0.38,  -0.02,   0.01, 258.2, 267.8,  27.9,  27.8,   7.8,   0.0,  22.72,  22.95,     4.29,  179.40,   59.19,  12.71, 1167.7,  226.14,  237.44,  238.48,  242.41,  232.66,  243.89, 1104.80, 1074.50, 1109.11, 1092.96, 1086.63, 1078.13,  888.25,  4442.2,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:39,  +00:00,       ,   40.2171822, -111.7178116,  4515.8, 29.96,  4497.9,  18.5,   0.00,   3.73,  -26.66,   1.66,  -0.38,  -0.02,   0.03, 248.2, 258.3,  27.8,  27.7,   7.7,   0.0,  23.61,  21.84,     4.30,  179.38,   58.72,  12.78, 1139.6,  226.41,  237.68,  238.70,  242.61,  232.86,  244.11, 1103.54, 1077.64, 1111.63, 1094.65, 1091.53, 1078.76,  892.59,  4441.9,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:40,  +00:00,       ,   40.2171822, -111.7178421,  4515.8, 29.96,  4497.9,  18.5,   0.00,   4.37,  -31.79,   1.42,  -0.44,  -0.05,  -0.03, 239.3, 248.1,  27.8,  27.7,   7.6,   0.0,  24.67,  20.28,     4.21,  179.37,   58.66,  12.89, 1133.5,  226.70,  237.91,  238.91,  242.81,  233.07,  244.32, 1102.52, 1077.99, 1114.85, 1094.39, 1097.24, 1078.23,  890.98,  4442.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:41,  +00:00,       ,   40.2171707, -111.7178650,  4514.8, 29.96,  4498.2,  18.5,   0.00,   5.05,  -31.99,   1.48,  -0.63,  -0.03,   0.03, 232.0, 239.5,  27.8,  27.8,   7.6,   0.0,  25.79,  19.09,     4.27,  179.36,   58.40,  13.01, 1121.3,  226.95,  238.13,  239.13,  242.99,  233.28,  244.55, 1105.81, 1078.72, 1115.87, 1092.16, 1100.67, 1077.25,  891.20,  4442.3,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:42,  +00:00,       ,   40.2171631, -111.7178955,  4514.8, 29.96,  4498.8,  18.5,   0.00,   5.79,  -32.00,   0.42,  -0.59,  -0.01,  -0.06, 226.5, 232.8,  27.9,  27.8,   7.6,   0.0,  26.46,  18.33,     4.22,  179.35,   58.58,  13.01, 1119.0,  227.23,  238.35,  239.30,  243.17,  233.51,  244.78, 1109.80, 1076.54, 1116.98, 1090.12, 1102.14, 1075.23,  888.38,  4442.8,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       ,  87.0,       
2014-03-29, 22:50:43,  +00:00,       ,   40.2171440, -111.7179184,  4514.8, 29.96,  4507.9,  18.5,   0.00,   6.49,  -27.49,   1.97,  -0.27,   0.01,   0.23, 224.2, 227.8,  27.8,  27.8,   7.6,   0.0,  26.76,  18.09,     4.22,  179.34,   58.59,  12.99, 1123.4,  227.50,  238.56,  239.53,  243.33,  233.69,  244.96, 1109.18, 1075.22, 1119.27, 1088.43, 1102.54, 1073.20,  891.88,  4452.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      , -15.7,     3D, 3704,      ,       , 255.5,       
2014-03-29, 22:50:44,  +00:00,       ,   40.2171326, -111.7179565,  4514.8, 29.96,  4508.0,  18.5,   0.00,   6.82,  -20.83,   1.81,  -0.41,   0.01,   0.06, 224.2, 226.0,  27.8,  27.8,   7.6,   0.1,  26.23,  18.51,     4.21,  179.33,   58.64,  13.02, 1124.6,  227.76,  238.79,  239.70,  243.50,  233.92,  245.18, 1109.64, 1075.10, 1120.44, 1087.02, 1104.21, 1072.58,  894.21,  4452.1,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -7.9,     3D, 3704,      ,       , 255.5,       
2014-03-29, 22:50:45,  +00:00,       ,   40.2170944, -111.7179871,  4514.8, 29.96,  4505.5,  18.5,   0.00,   6.82,  -16.20,   1.15,  -0.27,   0.01,   0.06, 224.2, 225.9,  27.9,  27.8,   7.5,   0.1,  25.13,  19.69,     4.32,  179.32,   58.70,  13.07, 1125.8,  228.01,  239.00,  239.92,  243.70,  234.12,  245.40, 1108.27, 1078.62, 1123.09, 1085.91, 1104.41, 1072.21,  894.37,  4449.6,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 256.5,       
2014-03-29, 22:50:46,  +00:00,       ,   40.2170830, -111.7180176,  4513.8, 29.96,  4505.5,  18.5,   0.00,   6.40,   -5.32,   0.82,  -0.16,  -0.02,  -0.06, 224.7, 225.3,  27.9,  27.8,   7.5,   0.1,  24.04,  21.12,     4.25,  179.31,   58.68,  13.06, 1126.8,  228.28,  239.26,  240.11,  243.92,  234.33,  245.58, 1109.04, 1080.05, 1125.92, 1085.39, 1105.68, 1070.97,  894.25,  4449.6,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -7.9,     3D, 3704,      ,       , 256.5,       
2014-03-29, 22:50:47,  +00:00,       ,   40.2170677, -111.7180481,  4514.8, 29.96,  4508.4,  18.5,   0.00,   5.73,   -0.21,   2.42,  -0.23,   0.02,   0.08, 225.8, 225.5,  27.9,  27.8,   7.6,   0.0,  23.44,  22.68,     4.26,  179.29,   58.84,  13.04, 1125.9,  228.52,  239.48,  240.29,  244.10,  234.52,  245.82, 1112.26, 1076.50, 1128.36, 1084.13, 1108.71, 1070.20,  894.37,  4452.4,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 257.0,       
2014-03-29, 22:50:48,  +00:00,       ,   40.2170563, -111.7180634,  4514.8, 29.96,  4508.9,  18.5,   0.00,   5.40,   -0.01,   1.93,  -0.24,   0.02,   0.03, 226.2, 226.6,  27.9,  27.8,   7.4,   0.0,  22.44,  23.19,     4.20,  179.29,   58.78,  13.03, 1130.5,  228.80,  239.69,  240.50,  244.26,  234.73,  246.01, 1112.33, 1074.59, 1127.78, 1084.14, 1111.17, 1068.89,  894.37,  4453.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 257.0,       
2014-03-29, 22:50:49,  +00:00,       ,   40.2170448, -111.7180939,  4514.8, 29.96,  4509.4,  18.5,   0.00,   4.49,    9.05,   2.26,  -0.33,  -0.02,  -0.01, 225.3, 226.8,  27.9,  27.9,   7.5,   0.0,  22.25,  23.18,     4.26,  179.28,   58.72,  13.07, 1128.3,  229.15,  239.96,  240.76,  244.52,  235.03,  246.30, 1111.82, 1073.20, 1129.21, 1085.24, 1114.03, 1067.71,  894.47,  4453.5,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 257.0,       
2014-03-29, 22:50:50,  +00:00,       ,   40.2170372, -111.7181168,  4514.8, 29.96,  4509.8,  18.5,   0.00,   3.46,   15.70,   2.15,  -0.36,   0.02,   0.06, 225.4, 226.0,  27.9,  27.8,   7.4,   0.0,  22.02,  23.83,     4.23,  179.27,   58.72,  13.10, 1118.3,  229.37,  240.17,  240.90,  244.72,  235.20,  246.46, 1112.04, 1073.44, 1131.28, 1084.94, 1115.92, 1067.79,  895.66,  4453.9,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 257.0,       
2014-03-29, 22:50:51,  +00:00,       ,   40.2170296, -111.7181168,  4515.8, 29.96,  4511.7,  18.5,   0.00,   2.95,   15.99,   1.92,  -0.26,   0.00,   0.03, 224.6, 225.6,  27.9,  27.9,   7.4,   0.0,  22.21,  23.82,     4.26,  179.25,   58.75,  13.07, 1132.5,  229.59,  240.33,  241.04,  244.85,  235.29,  246.65, 1112.10, 1074.56, 1133.77, 1084.77, 1115.71, 1067.93,  900.09,  4455.7,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 208.5,       
2014-03-29, 22:50:52,  +00:00,       ,   40.2170258, -111.7181320,  4515.8, 29.96,  4506.9,  18.5,   0.00,   2.06,   16.00,   2.02,  -0.26,   0.00,   0.01, 224.6, 224.8,  27.9,  27.8,   7.3,   0.0,  22.85,  23.51,     4.16,  179.24,   58.95,  13.01, 1130.5,  229.79,  240.57,  241.22,  245.04,  235.47,  246.81, 1112.87, 1076.50, 1133.41, 1085.10, 1115.66, 1068.93,  900.82,  4451.0,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   7.9,     3D, 3704,      ,       , 208.0,       
2014-03-29, 22:50:53,  +00:00,       ,   40.2170219, -111.7181320,  4515.8, 29.96,  4505.1,  18.5,   0.00,   1.40,   16.00,   2.52,  -0.27,  -0.00,   0.04, 224.3, 224.8,  27.9,  27.8,   7.2,   0.0,  22.75,  23.93,     4.21,  179.23,   58.80,  13.08, 1129.3,  230.13,  240.84,  241.51,  245.31,  235.77,  247.14, 1113.60, 1079.10, 1133.93, 1086.42, 1115.70, 1070.20,  900.94,  4449.2,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 207.5,       
2014-03-29, 22:50:54,  +00:00,       ,   40.2170181, -111.7181473,  4515.8, 29.96,  4504.1,  18.5,   0.00,   1.65,   14.19,   2.32,  -0.29,  -0.01,   0.02, 223.5, 224.8,  27.9,  27.8,   7.2,   0.0,  22.38,  23.44,     4.67,  179.22,   60.07,  13.86, 1177.0,  230.43,  241.12,  241.72,  245.53,  236.01,  247.40, 1114.43, 1079.10, 1133.63, 1087.35, 1116.43, 1070.14,  902.51,  4448.2,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       , 207.5,       
2014-03-29, 22:50:55,  +00:00,       ,   40.2170181, -111.7181778,  4516.8, 29.96,  4490.1,  18.5,   0.00,   2.31,   16.93,   2.24,  -0.35,   0.01,   0.02, 223.8, 224.0,  27.9,  27.9,   7.3,   0.0,  21.98,  22.39,     4.91,  179.21,   60.95,  13.74, 1250.4,  230.67,  241.31,  241.92,  245.72,  236.22,  247.60, 1113.61, 1078.57, 1128.39, 1088.95, 1113.68, 1072.16,  907.24,  4434.2,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,     73, 157.0,     83
2014-03-29, 22:50:56,  +00:00,       ,   40.2170067, -111.7181854,  4516.8, 29.96,  4489.7,  18.5,   0.00,   3.03,   24.54,   2.58,  -0.38,   0.01,  -0.01, 225.8, 224.3,  27.9,  27.8,   7.2,   0.0,  21.43,  22.26,     4.83,  179.19,   61.20,  13.53, 1269.2,  230.82,  241.48,  242.02,  245.81,  236.32,  247.73, 1113.29, 1079.64, 1122.81, 1090.44, 1111.11, 1075.78,  913.65,  4433.8,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9, 3DDiff, 3704,      ,     73, 157.0,     83
2014-03-29, 22:50:57,  +00:00,       ,   40.2170029, -111.7182083,  4516.8, 29.96,  4493.1,  18.5,   0.00,   3.73,   16.55,   2.45,  -0.43,   0.03,   0.01, 228.5, 226.7,  27.9,  27.8,   7.1,   0.0,  21.02,  21.97,     4.94,  179.17,   61.25,  13.45, 1275.8,  231.11,  241.72,  242.24,  246.03,  236.55,  247.96, 1113.69, 1082.24, 1119.05, 1094.82, 1110.25, 1080.13,  920.16,  4437.1,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   7.9, 3DDiff, 3704,      ,     70, 119.5,     76
2014-03-29, 22:50:58,  +00:00,       ,   40.2169914, -111.7182388,  4516.8, 29.96,  4492.7,  18.5,   0.00,   4.35,    8.96,   2.88,  -0.26,   0.03,   0.00, 232.2, 229.4,  27.8,  27.8,   7.0,   0.1,  20.61,  22.55,     4.91,  179.14,   61.28,  13.44, 1278.8,  231.40,  242.00,  242.45,  246.30,  236.79,  248.23, 1115.47, 1088.06, 1116.81, 1098.55, 1109.67, 1084.38,  926.62,  4436.7,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   3.9, 3DDiff, 3704,      ,     70, 120.5,     76
2014-03-29, 22:50:59,  +00:00,       ,   40.2169800, -111.7182617,  4516.8, 29.96,  4495.8,  18.5,   0.00,   4.98,    0.42,   2.31,  -0.27,   0.02,  -0.02, 236.9, 233.4,  27.9,  27.8,   7.1,   0.1,  20.04,  23.15,     4.94,  179.10,   61.35,  13.45, 1276.6,  231.65,  242.23,  242.65,  246.51,  237.00,  248.45, 1117.85, 1093.45, 1114.80, 1100.08, 1109.19, 1088.15,  932.92,  4439.9,   0,  GPS,  133.7, 110.30, 110.30, 119.400, 125.300,       ,       ,       ,      ,       ,       ,   11.6,      0,  NONE,   NONE,      ,      ,   7.9, 3DDiff, 3704,      ,     70, 119.5,     76
