INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DSTA,PDOP,HDOP,VDOP,NSAT (USED/VIEW),
199,S,2008/05/04,12:56:22.000,SPS,41.802464,N,12.697279,E,439.398 m,51.173 km/h,0,1.39,1.08,0.87,9(11),
200,S,2008/05/04,12:56:23.000,SPS,41.802593,N,12.697355,E,440.164 m,54.139 km/h,0,1.61,1.33,0.91,9(11),
201,S,2008/05/04,12:56:24.000,SPS,41.802727,N,12.697439,E,440.750 m,56.083 km/h,0,1.61,1.33,0.91,9(11),
202,S,2008/05/04,12:56:25.000,SPS,41.802868,N,12.697525,E,441.445 m,59.128 km/h,0,1.61,1.33,0.91,9(11),
203,S,2008/05/04,12:56:26.000,SPS,41.803020,N,12.697610,E,442.203 m,62.265 km/h,0,1.61,1.33,0.91,9(11),
204,S,2008/05/04,12:56:27.000,SPS,41.803192,N,12.697687,E,443.266 m,65.015 km/h,0,1.61,1.33,0.91,9(11),
205,S,2008/05/04,12:56:28.000,SPS,41.803360,N,12.697782,E,444.227 m,65.710 km/h,0,1.61,1.33,0.91,9(11),
206,S,2008/05/04,12:56:29.000,SPS,41.803528,N,12.697869,E,445.211 m,63.446 km/h,0,1.61,1.33,0.91,9(11),
207,S,2008/05/04,12:56:30.000,SPS,41.803688,N,12.697935,E,445.898 m,61.203 km/h,0,1.61,1.33,0.91,9(11),
208,S,2008/05/04,12:56:31.000,SPS,41.803848,N,12.697957,E,446.477 m,55.359 km/h,0,1.39,1.08,0.87,9(11),
209,S,2008/05/04,12:56:32.000,SPS,41.804001,N,12.697916,E,447.508 m,55.697 km/h,0,1.39,1.08,0.87,9(10),
210,S,2008/05/04,12:56:33.000,SPS,41.804188,N,12.697875,E,450.430 m,54.285 km/h,0,1.39,1.08,0.87,9(10),
211,S,2008/05/04,12:56:34.000,SPS,41.804321,N,12.697832,E,451.250 m,48.444 km/h,0,1.39,1.08,0.87,9(11),
212,S,2008/05/04,12:56:35.000,SPS,41.804447,N,12.697792,E,452.734 m,41.220 km/h,0,1.39,1.08,0.87,9(11),
213,S,2008/05/04,12:56:36.000,SPS,41.804527,N,12.697770,E,453.641 m,37.494 km/h,0,2.16,1.18,1.80,9(11),
214,S,2008/05/04,12:56:37.000,SPS,41.804611,N,12.697815,E,454.219 m,35.220 km/h,0,1.39,1.08,0.87,10(11),
215,S,2008/05/04,12:56:38.000,SPS,41.804676,N,12.697916,E,455.039 m,41.708 km/h,0,1.39,1.08,0.87,9(11),
216,S,2008/05/04,12:56:39.000,SPS,41.804729,N,12.698030,E,455.719 m,44.578 km/h,0,1.39,1.08,0.87,9(11),
217,S,2008/05/04,12:56:40.000,SPS,41.804794,N,12.698174,E,455.719 m,49.299 km/h,0,1.39,1.08,0.87,9(11),
218,S,2008/05/04,12:56:41.000,SPS,41.804863,N,12.698336,E,456.289 m,48.926 km/h,0,1.39,1.08,0.87,10(11),
219,S,2008/05/04,12:56:42.000,SPS,41.804977,N,12.698449,E,463.617 m,43.963 km/h,0,1.39,1.08,0.87,10(11),
220,S,2008/05/04,12:56:43.000,SPS,41.805012,N,12.698586,E,463.172 m,42.468 km/h,0,1.39,1.08,0.87,10(11),
221,S,2008/05/04,12:56:44.000,SPS,41.805012,N,12.698724,E,465.484 m,40.130 km/h,0,1.39,1.08,0.87,10(11),
222,S,2008/05/04,12:56:45.000,SPS,41.804993,N,12.698859,E,464.758 m,41.341 km/h,0,1.39,1.08,0.87,10(11),
223,S,2008/05/04,12:56:46.000,SPS,41.804955,N,12.699002,E,464.469 m,42.418 km/h,0,1.39,1.08,0.87,10(10),
224,S,2008/05/04,12:56:47.000,SPS,41.804901,N,12.699155,E,464.211 m,47.858 km/h,0,1.59,1.30,0.92,9(11),
225,S,2008/05/04,12:56:48.000,SPS,41.804844,N,12.699317,E,464.102 m,51.131 km/h,0,1.59,1.30,0.92,9(11),
226,S,2008/05/04,12:56:49.000,SPS,41.804783,N,12.699471,E,464.234 m,50.001 km/h,0,1.59,1.30,0.92,10(11),
227,S,2008/05/04,12:56:50.000,SPS,41.804714,N,12.699603,E,464.063 m,48.697 km/h,0,1.59,1.30,0.92,10(11),
228,S,2008/05/04,12:56:51.000,SPS,41.804634,N,12.699743,E,464.047 m,48.614 km/h,0,1.59,1.30,0.92,10(11),
229,S,2008/05/04,12:56:52.000,SPS,41.804539,N,12.699866,E,464.102 m,50.623 km/h,0,1.59,1.30,0.92,10(11),
230,S,2008/05/04,12:56:53.000,SPS,41.804386,N,12.699963,E,464.180 m,53.977 km/h,0,1.59,1.30,0.92,9(10),
231,S,2008/05/04,12:56:54.000,SPS,41.804230,N,12.700068,E,466.289 m,54.732 km/h,0,1.50,1.21,0.89,9(10),
232,S,2008/05/04,12:56:55.000,SPS,41.804096,N,12.700189,E,467.828 m,55.432 km/h,0,1.50,1.21,0.89,9(10),
233,S,2008/05/04,12:56:56.000,SPS,41.803978,N,12.700335,E,468.883 m,60.099 km/h,0,1.50,1.21,0.89,10(10),
234,S,2008/05/04,12:56:57.000,SPS,41.803875,N,12.700495,E,468.945 m,60.522 km/h,0,1.25,1.00,0.75,10(10),
235,S,2008/05/04,12:56:58.000,SPS,41.803783,N,12.700665,E,469.883 m,58.724 km/h,0,1.21,0.95,0.75,10(10),
236,S,2008/05/04,12:56:59.000,SPS,41.803722,N,12.700868,E,470.711 m,57.041 km/h,0,1.21,0.95,0.75,10(10),
237,S,2008/05/04,12:57:00.000,SPS,41.803661,N,12.701040,E,470.969 m,53.987 km/h,0,1.50,1.21,0.89,10(10),
238,S,2008/05/04,12:57:01.000,SPS,41.803600,N,12.701169,E,471.727 m,50.770 km/h,0,1.50,1.21,0.89,10(10),
239,S,2008/05/04,12:57:02.000,SPS,41.803516,N,12.701303,E,472.039 m,50.791 km/h,0,1.50,1.21,0.89,10(10),
240,S,2008/05/04,12:57:03.000,SPS,41.803417,N,12.701407,E,472.273 m,48.667 km/h,0,1.21,0.95,0.75,10(10),
241,S,2008/05/04,12:57:04.000,SPS,41.803310,N,12.701494,E,472.492 m,49.298 km/h,0,1.21,0.95,0.75,10(10),
242,S,2008/05/04,12:57:05.000,SPS,41.803207,N,12.701573,E,472.805 m,46.432 km/h,0,1.21,0.95,0.75,10(10),
243,S,2008/05/04,12:57:06.000,SPS,41.803104,N,12.701653,E,473.117 m,46.276 km/h,0,1.21,0.95,0.75,10(10),
244,S,2008/05/04,12:57:07.000,SPS,41.803005,N,12.701729,E,473.305 m,44.638 km/h,0,1.21,0.95,0.75,10(10),
245,S,2008/05/04,12:57:08.000,SPS,41.802902,N,12.701802,E,474.344 m,44.332 km/h,0,1.21,0.95,0.75,10(10),
246,S,2008/05/04,12:57:09.000,SPS,41.802818,N,12.701885,E,475.164 m,41.557 km/h,0,1.21,0.95,0.75,10(10),
247,S,2008/05/04,12:57:10.000,SPS,41.802715,N,12.701986,E,475.906 m,43.327 km/h,0,1.21,0.95,0.75,10(10),
248,S,2008/05/04,12:57:11.000,SPS,41.802643,N,12.702087,E,476.500 m,40.603 km/h,0,1.21,0.95,0.75,10(10),
249,S,2008/05/04,12:57:12.000,SPS,41.802593,N,12.702188,E,477.555 m,40.416 km/h,0,1.21,0.95,0.75,10(10),
250,S,2008/05/04,12:57:13.000,SPS,41.802574,N,12.702315,E,477.930 m,37.805 km/h,0,1.21,0.95,0.75,10(10),
251,S,2008/05/04,12:57:14.000,SPS,41.802597,N,12.702430,E,478.383 m,34.883 km/h,0,1.50,1.21,0.89,9(10),
252,S,2008/05/04,12:57:15.000,SPS,41.802628,N,12.702539,E,478.766 m,32.862 km/h,0,1.50,1.21,0.89,9(10),
253,S,2008/05/04,12:57:16.000,SPS,41.802681,N,12.702641,E,479.148 m,30.830 km/h,0,1.50,1.21,0.89,9(10),
254,S,2008/05/04,12:57:17.000,SPS,41.802753,N,12.702735,E,479.594 m,37.580 km/h,0,1.50,1.22,0.89,9(10),
255,S,2008/05/04,12:57:18.000,SPS,41.802864,N,12.702837,E,480.375 m,40.828 km/h,0,1.50,1.21,0.89,9(11),
256,S,2008/05/04,12:57:19.000,SPS,41.802910,N,12.702970,E,481.734 m,41.248 km/h,0,1.30,1.01,0.83,10(11),
257,S,2008/05/04,12:57:20.000,SPS,41.802925,N,12.703089,E,483.172 m,40.189 km/h,0,1.30,1.01,0.83,10(11),
258,S,2008/05/04,12:57:21.000,SPS,41.802910,N,12.703236,E,482.680 m,42.093 km/h,0,1.30,1.01,0.83,10(11),
259,S,2008/05/04,12:57:22.000,SPS,41.802883,N,12.703379,E,483.602 m,42.830 km/h,0,1.30,1.01,0.83,10(11),
260,S,2008/05/04,12:57:23.000,SPS,41.802799,N,12.703490,E,485.953 m,49.472 km/h,0,1.30,1.01,0.83,10(11),
261,S,2008/05/04,12:57:24.000,SPS,41.802704,N,12.703583,E,486.375 m,44.363 km/h,0,1.30,1.01,0.83,10(11),
262,S,2008/05/04,12:57:25.000,SPS,41.802616,N,12.703651,E,487.109 m,41.067 km/h,0,1.50,1.22,0.89,9(11),
263,S,2008/05/04,12:57:26.000,SPS,41.802521,N,12.703717,E,486.813 m,39.418 km/h,0,1.50,1.21,0.89,9(10),
264,S,2008/05/04,12:57:27.000,SPS,41.802448,N,12.703791,E,486.430 m,34.661 km/h,0,1.50,1.21,0.89,9(10),
265,S,2008/05/04,12:57:28.000,SPS,41.802399,N,12.703874,E,486.945 m,31.918 km/h,0,1.50,1.22,0.89,9(11),
266,S,2008/05/04,12:57:29.000,SPS,41.802376,N,12.703980,E,486.758 m,33.607 km/h,0,1.50,1.21,0.89,9(11),
267,S,2008/05/04,12:57:30.000,SPS,41.802383,N,12.704106,E,486.563 m,35.766 km/h,0,1.50,1.21,0.89,9(11),
268,S,2008/05/04,12:57:31.000,SPS,41.802406,N,12.704310,E,486.141 m,36.341 km/h,0,1.50,1.21,0.89,9(11),
269,S,2008/05/04,12:57:32.000,SPS,41.802460,N,12.704423,E,486.047 m,37.044 km/h,0,1.50,1.22,0.89,9(10),
270,S,2008/05/04,12:57:33.000,SPS,41.802525,N,12.704535,E,485.898 m,39.314 km/h,0,1.50,1.22,0.89,9(10),
271,S,2008/05/04,12:57:34.000,SPS,41.802589,N,12.704646,E,485.727 m,39.371 km/h,0,1.50,1.22,0.88,9(10),
272,S,2008/05/04,12:57:35.000,SPS,41.802624,N,12.704776,E,486.453 m,39.189 km/h,0,1.50,1.22,0.89,9(10),
273,S,2008/05/04,12:57:36.000,SPS,41.802639,N,12.704899,E,486.461 m,35.167 km/h,0,1.50,1.22,0.89,9(11),
274,S,2008/05/04,12:57:37.000,SPS,41.802612,N,12.705023,E,486.203 m,34.618 km/h,0,1.31,1.01,0.83,10(11),
275,S,2008/05/04,12:57:38.000,SPS,41.802536,N,12.705110,E,486.680 m,36.306 km/h,0,1.31,1.01,0.83,10(11),
276,S,2008/05/04,12:57:39.000,SPS,41.802441,N,12.705173,E,487.313 m,37.904 km/h,0,1.31,1.01,0.83,11(11),
277,S,2008/05/04,12:57:40.000,SPS,41.802345,N,12.705206,E,487.055 m,39.123 km/h,0,1.31,1.01,0.83,11(11),
278,S,2008/05/04,12:57:41.000,SPS,41.802246,N,12.705231,E,486.867 m,40.050 km/h,0,1.50,1.22,0.89,11(11),
279,S,2008/05/04,12:57:42.000,SPS,41.802143,N,12.705253,E,486.852 m,43.847 km/h,0,1.50,1.22,0.88,11(11),
280,S,2008/05/04,12:57:43.000,SPS,41.802029,N,12.705292,E,486.414 m,46.533 km/h,0,1.74,1.50,0.89,10(11),
281,S,2008/05/04,12:57:44.000,SPS,41.801899,N,12.705324,E,486.984 m,49.156 km/h,0,1.74,1.49,0.89,10(11),
282,S,2008/05/04,12:57:45.000,SPS,41.801773,N,12.705346,E,487.477 m,49.453 km/h,0,1.74,1.50,0.89,10(11),
283,S,2008/05/04,12:57:46.000,SPS,41.801716,N,12.705332,E,494.508 m,52.131 km/h,0,1.52,1.26,0.84,10(11),
284,S,2008/05/04,12:57:47.000,SPS,41.801586,N,12.705353,E,497.031 m,51.394 km/h,0,1.52,1.26,0.84,9(10),
285,S,2008/05/04,12:57:48.000,SPS,41.801460,N,12.705420,E,500.250 m,51.900 km/h,0,1.52,1.26,0.84,9(11),
286,S,2008/05/04,12:57:49.000,SPS,41.801323,N,12.705509,E,502.492 m,50.846 km/h,0,1.89,1.64,0.93,8(11),
287,S,2008/05/04,12:57:50.000,SPS,41.801205,N,12.705607,E,504.617 m,49.536 km/h,0,1.52,1.26,0.84,9(11),
288,S,2008/05/04,12:57:51.000,SPS,41.801094,N,12.705718,E,506.477 m,48.167 km/h,0,1.62,1.35,0.90,8(11),
289,S,2008/05/04,12:57:52.000,SPS,41.801014,N,12.705820,E,507.023 m,43.378 km/h,0,1.74,1.50,0.89,8(11),
290,S,2008/05/04,12:57:53.000,SPS,41.800976,N,12.705948,E,507.477 m,41.727 km/h,0,1.74,1.50,0.89,8(11),
291,S,2008/05/04,12:57:54.000,SPS,41.800976,N,12.706089,E,508.258 m,44.139 km/h,0,1.74,1.50,0.89,8(11),
292,S,2008/05/04,12:57:55.000,SPS,41.801003,N,12.706225,E,508.969 m,42.174 km/h,0,1.74,1.50,0.89,8(10),
293,S,2008/05/04,12:57:56.000,SPS,41.801052,N,12.706366,E,509.555 m,41.319 km/h,0,1.74,1.50,0.89,8(10),
294,S,2008/05/04,12:57:57.000,SPS,41.801132,N,12.706477,E,510.109 m,45.959 km/h,0,1.74,1.50,0.89,8(10),
295,S,2008/05/04,12:57:58.000,SPS,41.801224,N,12.706595,E,510.375 m,44.845 km/h,0,1.74,1.50,0.89,8(10),
296,S,2008/05/04,12:57:59.000,SPS,41.801289,N,12.706747,E,511.078 m,46.866 km/h,0,1.89,1.65,0.93,7(11),
297,S,2008/05/04,12:58:00.000,SPS,41.801331,N,12.706901,E,511.516 m,45.946 km/h,0,1.52,1.27,0.84,9(10),
298,S,2008/05/04,12:58:01.000,SPS,41.801365,N,12.707050,E,512.203 m,45.575 km/h,0,1.52,1.27,0.84,9(11),
299,S,2008/05/04,12:58:02.000,SPS,41.801388,N,12.707205,E,513.063 m,45.871 km/h,0,1.52,1.27,0.84,9(11),
300,S,2008/05/04,12:58:03.000,SPS,41.801403,N,12.707362,E,514.063 m,46.212 km/h,0,1.52,1.27,0.84,10(11),
301,S,2008/05/04,12:58:04.000,SPS,41.801414,N,12.707517,E,514.422 m,44.583 km/h,0,2.52,1.35,2.12,9(11),
302,S,2008/05/04,12:58:05.000,SPS,41.801392,N,12.707654,E,515.297 m,40.467 km/h,0,1.52,1.27,0.84,10(11),
303,S,2008/05/04,12:58:06.000,SPS,41.801373,N,12.707761,E,520.641 m,38.747 km/h,0,1.52,1.27,0.84,10(11),
304,S,2008/05/04,12:58:07.000,SPS,41.801315,N,12.707849,E,521.703 m,34.246 km/h,0,1.52,1.27,0.84,10(11),
305,S,2008/05/04,12:58:08.000,SPS,41.801250,N,12.707897,E,523.906 m,31.442 km/h,0,1.52,1.27,0.84,10(11),
306,S,2008/05/04,12:58:09.000,SPS,41.801201,N,12.707917,E,527.906 m,31.924 km/h,0,1.52,1.27,0.84,10(11),
307,S,2008/05/04,12:58:10.000,SPS,41.801109,N,12.707842,E,528.344 m,43.565 km/h,0,1.62,1.35,0.90,10(11),
308,S,2008/05/04,12:58:11.000,SPS,41.801094,N,12.707658,E,529.156 m,41.485 km/h,0,1.62,1.35,0.90,9(10),
309,S,2008/05/04,12:58:12.000,SPS,41.801033,N,12.707522,E,530.016 m,40.384 km/h,0,2.04,1.78,1.00,8(10),
310,S,2008/05/04,12:58:13.000,SPS,41.800983,N,12.707383,E,530.672 m,38.671 km/h,0,2.04,1.78,1.00,7(11),
311,S,2008/05/04,12:58:14.000,SPS,41.800941,N,12.707242,E,532.422 m,37.868 km/h,0,17.81,5.57,16.91,7(11),
312,S,2008/05/04,12:58:15.000,SPS,41.800900,N,12.707108,E,533.125 m,36.310 km/h,0,17.79,5.57,16.89,7(10),
313,S,2008/05/04,12:58:16.000,SPS,41.800831,N,12.707023,E,534.109 m,36.262 km/h,0,17.76,5.56,16.87,7(11),
314,S,2008/05/04,12:58:17.000,SPS,41.800766,N,12.706934,E,534.141 m,34.818 km/h,0,1.62,1.35,0.90,9(11),
315,S,2008/05/04,12:58:18.000,SPS,41.800713,N,12.706843,E,535.406 m,33.197 km/h,0,2.52,1.36,2.12,9(11),
316,S,2008/05/04,12:58:19.000,SPS,41.800644,N,12.706758,E,535.938 m,32.344 km/h,0,1.63,1.35,0.90,9(11),
317,S,2008/05/04,12:58:20.000,SPS,41.800564,N,12.706694,E,536.234 m,31.505 km/h,0,1.62,1.35,0.90,9(11),
318,S,2008/05/04,12:58:21.000,SPS,41.800488,N,12.706616,E,537.453 m,30.901 km/h,0,1.39,1.08,0.88,9(11),
319,S,2008/05/04,12:58:22.000,SPS,41.800419,N,12.706551,E,539.344 m,31.342 km/h,0,2.17,1.19,1.81,9(11),
320,S,2008/05/04,12:58:23.000,SPS,41.800350,N,12.706488,E,540.563 m,30.085 km/h,0,2.17,1.19,1.81,9(11),
321,S,2008/05/04,12:58:24.000,SPS,41.800282,N,12.706416,E,541.281 m,31.218 km/h,0,2.17,1.19,1.81,9(11),
322,S,2008/05/04,12:58:25.000,SPS,41.800232,N,12.706348,E,542.172 m,30.066 km/h,0,1.39,1.08,0.88,9(11),
323,S,2008/05/04,12:58:26.000,SPS,41.800224,N,12.706242,E,544.281 m,29.055 km/h,0,2.17,1.19,1.81,9(9),
324,S,2008/05/04,12:58:27.000,SPS,41.800190,N,12.706146,E,545.781 m,28.784 km/h,0,2.16,1.19,1.81,9(10),
325,S,2008/05/04,12:58:28.000,SPS,41.800186,N,12.706028,E,549.500 m,28.069 km/h,0,1.39,1.08,0.88,9(10),
326,S,2008/05/04,12:58:29.000,SPS,41.800186,N,12.705930,E,550.953 m,27.842 km/h,0,2.17,1.19,1.81,9(10),
327,S,2008/05/04,12:58:30.000,SPS,41.800209,N,12.705836,E,553.234 m,27.981 km/h,0,2.17,1.19,1.81,9(10),
328,S,2008/05/04,12:58:31.000,SPS,41.800220,N,12.705750,E,554.422 m,29.522 km/h,0,1.39,1.08,0.88,9(11),
329,S,2008/05/04,12:58:32.000,SPS,41.800262,N,12.705651,E,557.859 m,30.759 km/h,0,2.16,1.19,1.81,10(11),
330,S,2008/05/04,12:58:33.000,SPS,41.800308,N,12.705542,E,561.500 m,32.019 km/h,0,2.17,1.19,1.81,10(11),
331,S,2008/05/04,12:58:34.000,SPS,41.800354,N,12.705428,E,564.484 m,32.154 km/h,0,2.17,1.19,1.81,10(11),
332,S,2008/05/04,12:58:35.000,SPS,41.800385,N,12.705319,E,566.625 m,32.674 km/h,0,1.39,1.08,0.88,10(11),
333,S,2008/05/04,12:58:36.000,SPS,41.800400,N,12.705216,E,567.766 m,31.841 km/h,0,2.17,1.19,1.81,10(11),
334,S,2008/05/04,12:58:37.000,SPS,41.800407,N,12.705112,E,568.922 m,31.485 km/h,0,1.39,1.08,0.88,10(11),
335,S,2008/05/04,12:58:38.000,SPS,41.800396,N,12.704993,E,570.422 m,31.958 km/h,0,2.17,1.19,1.81,10(11),
336,S,2008/05/04,12:58:39.000,SPS,41.800392,N,12.704876,E,574.891 m,31.803 km/h,0,1.39,1.08,0.88,10(11),
337,S,2008/05/04,12:58:40.000,SPS,41.800388,N,12.704764,E,579.328 m,30.189 km/h,0,1.39,1.08,0.88,10(11),
338,S,2008/05/04,12:58:41.000,SPS,41.800365,N,12.704659,E,581.219 m,31.091 km/h,0,1.39,1.08,0.88,9(10),
339,S,2008/05/04,12:58:42.000,SPS,41.800339,N,12.704553,E,583.500 m,30.516 km/h,0,2.17,1.19,1.81,10(11),
340,S,2008/05/04,12:58:43.000,SPS,41.800308,N,12.704453,E,584.703 m,30.707 km/h,0,1.39,1.08,0.88,10(11),
341,S,2008/05/04,12:58:44.000,SPS,41.800282,N,12.704355,E,586.219 m,30.092 km/h,0,1.39,1.08,0.88,10(11),
342,S,2008/05/04,12:58:45.000,SPS,41.800259,N,12.704260,E,587.672 m,29.358 km/h,0,1.31,1.01,0.83,10(11),
343,S,2008/05/04,12:58:46.000,SPS,41.800247,N,12.704165,E,588.516 m,28.438 km/h,0,1.31,1.01,0.83,10(11),
344,S,2008/05/04,12:58:47.000,SPS,41.800236,N,12.704072,E,590.063 m,27.410 km/h,0,1.31,1.01,0.83,10(11),
345,S,2008/05/04,12:58:48.000,SPS,41.800232,N,12.703972,E,591.750 m,26.930 km/h,0,1.31,1.01,0.83,10(11),
346,S,2008/05/04,12:58:49.000,SPS,41.800228,N,12.703876,E,592.953 m,25.178 km/h,0,1.86,1.13,1.48,10(11),
347,S,2008/05/04,12:58:50.000,SPS,41.800236,N,12.703789,E,593.875 m,24.688 km/h,0,1.31,1.01,0.83,10(11),
348,S,2008/05/04,12:58:51.000,SPS,41.800247,N,12.703699,E,596.484 m,24.403 km/h,0,1.86,1.13,1.48,10(11),
349,S,2008/05/04,12:58:52.000,SPS,41.800255,N,12.703626,E,599.188 m,24.817 km/h,0,1.86,1.13,1.48,10(11),
350,S,2008/05/04,12:58:53.000,SPS,41.800278,N,12.703549,E,600.250 m,23.713 km/h,0,1.86,1.13,1.48,10(11),
351,S,2008/05/04,12:58:54.000,SPS,41.800297,N,12.703480,E,602.203 m,23.024 km/h,0,1.86,1.13,1.48,10(11),
352,S,2008/05/04,12:58:55.000,SPS,41.800327,N,12.703398,E,603.781 m,23.834 km/h,0,1.31,1.01,0.83,11(11),
353,S,2008/05/04,12:58:56.000,SPS,41.800354,N,12.703324,E,604.828 m,24.409 km/h,0,1.86,1.13,1.48,11(11),
354,S,2008/05/04,12:58:57.000,SPS,41.800373,N,12.703254,E,604.594 m,24.043 km/h,0,1.86,1.13,1.48,11(11),
355,S,2008/05/04,12:58:58.000,SPS,41.800396,N,12.703174,E,606.188 m,23.525 km/h,0,1.31,1.01,0.83,11(11),
356,S,2008/05/04,12:58:59.000,SPS,41.800415,N,12.703101,E,606.828 m,22.129 km/h,0,1.31,1.01,0.83,11(11),
357,S,2008/05/04,12:59:00.000,SPS,41.800434,N,12.703035,E,607.703 m,20.833 km/h,0,1.31,1.01,0.83,11(11),
358,S,2008/05/04,12:59:01.000,SPS,41.800449,N,12.702974,E,608.359 m,19.408 km/h,0,1.31,1.01,0.83,11(11),
359,S,2008/05/04,12:59:02.000,SPS,41.800457,N,12.702916,E,609.375 m,16.260 km/h,0,1.31,1.01,0.83,11(11),
360,S,2008/05/04,12:59:03.000,SPS,41.800461,N,12.702873,E,610.063 m,13.212 km/h,0,1.31,1.01,0.83,11(11),
361,S,2008/05/04,12:59:04.000,SPS,41.800461,N,12.702843,E,610.953 m,6.438 km/h,0,1.31,1.01,0.83,11(11),
362,T,2008/05/04,12:59:09.000,SPS,41.800476,N,12.702845,E,612.859 m,0.670 km/h,0,1.39,0.87,1.09,11(11),
363,T,2008/05/04,12:59:14.000,SPS,41.800480,N,12.702826,E,614.047 m,2.492 km/h,0,1.13,0.86,0.74,11(11),
364,T,2008/05/04,12:59:19.000,SPS,41.800476,N,12.702806,E,614.953 m,0.253 km/h,0,1.13,0.86,0.74,11(11),
365,T,2008/05/04,12:59:24.000,SPS,41.800472,N,12.702794,E,615.250 m,4.343 km/h,0,1.13,0.86,0.74,11(11),
366,T,2008/05/04,12:59:29.000,SPS,41.800453,N,12.702756,E,613.516 m,3.179 km/h,0,1.37,1.09,0.84,9(10),
367,T,2008/05/04,12:59:34.000,SPS,41.800449,N,12.702731,E,608.750 m,1.839 km/h,0,1.67,1.40,0.92,9(10),
368,T,2008/05/04,12:59:39.000,SPS,41.800415,N,12.702700,E,605.563 m,2.360 km/h,0,1.35,1.06,0.83,10(10),
369,T,2008/05/04,12:59:44.000,SPS,41.800404,N,12.702688,E,603.109 m,0.667 km/h,0,1.32,1.06,0.78,10(10),
370,T,2008/05/04,12:59:49.000,SPS,41.800346,N,12.702653,E,601.469 m,3.899 km/h,0,1.16,0.90,0.74,10(10),
371,T,2008/05/04,12:59:54.000,SPS,41.800262,N,12.702625,E,599.688 m,5.895 km/h,0,1.32,1.06,0.78,10(10),
372,S,2008/05/04,12:59:55.000,SPS,41.800240,N,12.702622,E,598.984 m,8.608 km/h,0,1.32,1.06,0.78,10(10),
373,S,2008/05/04,12:59:56.000,SPS,41.800213,N,12.702619,E,599.031 m,8.500 km/h,0,1.16,0.90,0.74,10(10),
374,S,2008/05/04,12:59:57.000,SPS,41.800175,N,12.702614,E,597.906 m,7.647 km/h,0,1.16,0.90,0.74,10(10),
375,S,2008/05/04,12:59:58.000,SPS,41.800156,N,12.702602,E,597.031 m,6.471 km/h,0,1.16,0.90,0.74,10(10),
376,S,2008/05/04,12:59:59.000,SPS,41.800137,N,12.702601,E,596.375 m,6.758 km/h,0,1.16,0.90,0.74,10(10),
377,T,2008/05/04,13:00:04.000,SPS,41.800121,N,12.702591,E,596.016 m,0.965 km/h,0,1.18,0.91,0.76,9(10),
378,T,2008/05/04,13:00:09.000,SPS,41.800068,N,12.702608,E,593.766 m,4.672 km/h,0,1.16,0.90,0.74,10(10),
379,S,2008/05/04,13:00:12.000,SPS,41.800034,N,12.702679,E,595.406 m,6.733 km/h,0,1.20,0.93,0.77,9(10),
380,S,2008/05/04,13:00:13.000,SPS,41.800030,N,12.702703,E,595.594 m,7.877 km/h,0,1.23,0.94,0.79,8(10),
381,S,2008/05/04,13:00:14.000,SPS,41.800026,N,12.702736,E,594.953 m,9.581 km/h,0,1.19,0.91,0.75,9(10),
382,S,2008/05/04,13:00:15.000,SPS,41.800014,N,12.702771,E,594.219 m,11.027 km/h,0,1.24,0.98,0.77,8(10),
383,S,2008/05/04,13:00:16.000,SPS,41.799999,N,12.702812,E,593.641 m,9.835 km/h,0,1.21,0.96,0.74,9(11),
384,S,2008/05/04,13:00:17.000,SPS,41.799992,N,12.702842,E,593.000 m,8.383 km/h,0,1.13,0.86,0.74,11(11),
385,S,2008/05/04,13:00:18.000,SPS,41.799980,N,12.702876,E,592.281 m,7.961 km/h,0,1.13,0.86,0.74,11(11),
386,S,2008/05/04,13:00:19.000,SPS,41.799973,N,12.702900,E,592.547 m,6.542 km/h,0,1.13,0.86,0.74,11(11),
387,S,2008/05/04,13:00:23.000,SPS,41.799946,N,12.702978,E,591.625 m,6.325 km/h,0,1.16,0.87,0.77,10(10),
388,S,2008/05/04,13:00:24.000,SPS,41.799942,N,12.703010,E,592.000 m,9.267 km/h,0,1.18,0.87,0.79,9(10),
389,S,2008/05/04,13:00:25.000,SPS,41.799942,N,12.703046,E,592.172 m,10.270 km/h,0,1.21,0.90,0.81,9(10),
390,S,2008/05/04,13:00:26.000,SPS,41.799938,N,12.703084,E,591.500 m,10.345 km/h,0,1.20,0.93,0.77,9(10),
391,S,2008/05/04,13:00:27.000,SPS,41.799938,N,12.703128,E,590.953 m,12.525 km/h,0,1.16,0.90,0.74,10(10),
392,S,2008/05/04,13:00:28.000,SPS,41.799919,N,12.703195,E,590.219 m,13.293 km/h,0,1.16,0.90,0.74,10(10),
393,S,2008/05/04,13:00:29.000,SPS,41.799904,N,12.703242,E,589.797 m,12.532 km/h,0,1.16,0.90,0.74,10(10),
394,S,2008/05/04,13:00:30.000,SPS,41.799881,N,12.703280,E,589.328 m,10.076 km/h,0,1.16,0.90,0.74,10(10),
395,S,2008/05/04,13:00:31.000,SPS,41.799866,N,12.703309,E,588.719 m,7.012 km/h,0,1.16,0.90,0.74,10(10),
396,T,2008/05/04,13:00:36.000,SPS,41.799850,N,12.703376,E,584.875 m,0.541 km/h,0,1.16,0.90,0.74,10(10),
