No,Latitude,Longitude,Name,Description,Symbol,Date,Time,URL,GCID,Type,Container,Terrain,Difficulty,Archived,Available,Last Found,Placer,Placer ID
1,46.133333,-73.000000,"GC7FA4","Points géodésiques du Québec","Geocache",2002/08/15,07:00:00,"http://www.geocaching.com/seek/cache_details.aspx?guid=727f9d2c-f080-41f1-a2c9-a326ead462ed",32676,"Locationless (Reverse) Cache","Virtual",1.0,1.0,"False","True","2005/07/12 07:00:00","Sverdrup2",6293
