SportsimVersion:01
#Sportsim TrackFile
00000;0;30.062183;-91.610350;3;1022346381;
00001;0;30.062783;-91.610567;-328083987;1022346595;
00002;0;30.062700;-91.608267;-328083987;1022346720;
00003;0;30.062333;-91.607383;-328083987;1022346768;
00004;0;30.061533;-91.605283;-328083987;1022346881;
00005;0;30.059783;-91.599400;-328083987;1022347036;
00006;0;30.057800;-91.596683;-328083987;1022347066;
00007;0;30.055383;-91.594900;-328083987;1022347100;
00008;0;30.053883;-91.592617;-328083987;1022347141;
00009;0;30.049733;-91.589750;-328083987;1022347246;
00010;0;30.049017;-91.589883;-328083987;1022347270;
00011;0;30.048800;-91.592933;-328083987;1022347311;
00012;0;30.046233;-91.596450;-328083987;1022347355;
00013;0;30.045517;-91.598717;-328083987;1022347388;
00014;0;30.047300;-91.600267;-328083987;1022349863;
00015;0;30.047000;-91.599633;7;1022349964;
00016;0;30.046433;-91.599467;-328083987;1022350026;
00017;0;30.046200;-91.598950;3;1022350098;
00018;0;30.046367;-91.597733;-328083987;1022350220;
00019;0;30.046350;-91.597167;-328083987;1022350269;
00020;0;30.046783;-91.596333;-328083987;1022350338;
00021;0;30.047450;-91.595200;-328083987;1022350462;
00022;0;30.047800;-91.594767;7;1022350504;
00023;0;30.048250;-91.594083;3;1022350574;
00024;0;30.048683;-91.593800;3;1022350621;
00025;0;30.049350;-91.593850;-328083987;1022350687;
00026;0;30.050317;-91.593983;7;1022350791;
00027;0;30.050783;-91.594117;-328083987;1022350839;
00028;0;30.051233;-91.594367;-328083987;1022350884;
00029;0;30.051800;-91.594367;-328083987;1022350937;
00030;0;30.052217;-91.594667;-328083987;1022350998;
00031;0;30.053017;-91.594683;-328083987;1022351077;
00032;0;30.054867;-91.595200;20;1022351293;
00033;0;30.053733;-91.594933;7;1022351496;
00034;0;30.053183;-91.594783;-328083987;1022351576;
00035;0;30.052633;-91.594833;-328083987;1022351642;
00036;0;30.052450;-91.595433;-328083987;1022351763;
00037;0;30.052483;-91.595967;-328083987;1022351808;
00038;0;30.052650;-91.596783;3;1022351872;
00039;0;30.053133;-91.597850;-328083987;1022351958;
00040;0;30.053617;-91.597967;-328083987;1022352015;
00041;0;30.053967;-91.597767;20;1022352085;
00042;0;30.053617;-91.598083;-328083987;1022352157;
00043;0;30.053200;-91.597917;-328083987;1022352241;
00044;0;30.052817;-91.597517;-328083987;1022352353;
00045;0;30.052567;-91.596933;-328083987;1022352414;
00046;0;30.052333;-91.596433;-328083987;1022352462;
00047;0;30.052250;-91.595683;-328083987;1022352521;
00048;0;30.052217;-91.595017;-328083987;1022352592;
00049;0;30.051883;-91.594700;-328083987;1022352649;
00050;0;30.051050;-91.594400;-328083987;1022352734;
00051;0;30.050567;-91.594233;-328083987;1022352776;
00052;0;30.050183;-91.594100;-328083987;1022352818;
00053;0;30.049100;-91.593717;-328083987;1022352911;
00054;0;30.048450;-91.594250;-328083987;1022352992;
00055;0;30.048083;-91.594750;-328083987;1022353044;
00056;0;30.047500;-91.595450;23;1022353120;
00057;0;30.047067;-91.596000;-328083987;1022353168;
00058;0;30.046633;-91.596600;-328083987;1022353222;
00059;0;30.046400;-91.597650;-328083987;1022353301;
00060;0;30.046233;-91.598467;-328083987;1022353368;
00061;0;30.046317;-91.598967;-328083987;1022353423;
00062;0;30.046783;-91.599283;-328083987;1022353489;
00063;0;30.047133;-91.599667;-328083987;1022353557;
